,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
5008,5475,泰康均衡C,泰康资产管理有限责任公司,桂跃强 ,Hybrid,2018-01-19,2018-01-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+75.0％×沪深300指数+20.0％×中债-新综合指数
5009,5476,南方涪利,南方基金管理股份有限公司,何康 ,Bond,2018-04-12,2018-04-12,0000-00-00,0000-00-00,100.0％×中债-综合指数
5010,5477,长安鑫禧A,长安基金管理有限公司,顾晓飞 林忠晶 ,Hybrid,2018-02-07,2018-02-07,0000-00-00,0000-00-00,50.0％×沪深300指数+30.0％×中债-综合指数-全价指数+20.0％×恒生综合指数
5011,5478,长安鑫禧C,长安基金管理有限公司,顾晓飞 林忠晶 ,Hybrid,2018-02-07,2018-02-07,0000-00-00,0000-00-00,50.0％×沪深300指数+30.0％×中债-综合指数-全价指数+20.0％×恒生综合指数
5012,5479,安信永泰,安信基金管理有限责任公司,王涛 肖芳芳 钟光正 ,Bond,2017-12-28,2017-12-28,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-总指数-全价指数
5013,5480,诺安顺鑫C,诺安基金管理有限公司,周建树 ,Bond,2018-05-17,2018-05-17,0000-00-00,0000-00-00,100.0％×中债-总指数_1-3年
5014,5481,银华瑞泰,银华基金管理股份有限公司,唐能 周书 ,Hybrid,2018-02-08,2018-02-08,0000-00-00,0000-00-00,25.0％×沪深300指数+25.0％×香港恒生指数+50.0％×中证全债指数
5015,5482,博时创新A,博时基金管理有限公司,韩茂华 ,Hybrid,2018-01-26,2018-01-26,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
5016,5483,博时创新C,博时基金管理有限公司,韩茂华 ,Hybrid,2018-01-26,2018-01-26,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
5017,5484,中欧睿选,中欧基金管理有限公司,黄华 蒋雯文 李欣 ,Hybrid,2018-08-10,2018-08-10,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数
5018,5485,海富通恒丰,海富通基金管理有限公司,陈轶平 ,Bond,2018-04-13,2018-04-13,0000-00-00,0000-00-00,100.0％×中证全债指数
5019,5486,平安量化精选A,平安基金管理有限公司,施旭 ,Hybrid,2018-02-01,2018-02-01,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证综合债券指数
5020,5487,平安量化精选C,平安基金管理有限公司,施旭 ,Hybrid,2018-02-01,2018-02-01,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证综合债券指数
5021,5488,天弘尊享,天弘基金管理有限公司,姜晓丽 王昌俊 ,Bond,2017-12-25,2017-12-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5022,5489,中金衡优A,中金基金管理有限公司,陈诗昆 ,Hybrid,2018-06-08,2018-06-08,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数-财富指数
5023,5490,中金衡优C,中金基金管理有限公司,陈诗昆 ,Hybrid,2018-06-08,2018-06-08,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数-财富指数
5024,5492,农银驱动,农银汇理基金管理有限公司,徐文卉 ,Hybrid,2018-01-24,2018-01-24,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5025,5493,鑫元价值A,鑫元基金管理有限公司,丁玥 赵慧 ,Hybrid,2018-01-23,2018-01-23,0000-00-00,0000-00-00,30.0％×沪深300指数+30.0％×香港恒生指数+40.0％×中证综合债券指数
5026,5494,鑫元价值C,鑫元基金管理有限公司,丁玥 赵慧 ,Hybrid,2018-01-23,2018-01-23,0000-00-00,0000-00-00,30.0％×沪深300指数+30.0％×香港恒生指数+40.0％×中证综合债券指数
5027,5495,创金科技A,创金合信基金管理有限公司,周志敏 ,Stock,2017-12-28,2017-12-28,0000-00-00,0000-00-00,10.0％×中证全债指数+90.0％×中证高新技术企业指数
5028,5496,创金科技C,创金合信基金管理有限公司,周志敏 ,Stock,2017-12-28,2017-12-28,0000-00-00,0000-00-00,10.0％×中证全债指数+90.0％×中证高新技术企业指数
5029,5497,鑫元永利,鑫元基金管理有限公司,王美芹 颜昕 赵慧 ,Bond,2019-05-09,2019-05-09,0000-00-00,0000-00-00,100.0％×中证全债指数
5030,5498,银华积极,银华基金管理股份有限公司,孙蓓琳 ,Hybrid,2018-03-29,2018-03-29,0000-00-00,0000-00-00,75.0％×中证小盘500指数+25.0％×中证全债指数
5031,5499,国投兴颐,国投瑞银基金管理有限公司,宋璐 伍智勇 ,Hybrid,2018-02-08,2018-02-08,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
5032,5500,银华岁盈,银华基金管理股份有限公司,邹维娜 ,Bond,2018-07-25,2018-07-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5033,5501,华安安逸,华安基金管理有限公司,郑如熙 ,Bond,2018-03-15,2018-03-15,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5034,5502,华泰资管智能,华泰证券(上海)资产管理有限公司,毛甜 熊志勇 ,Stock,2018-02-01,2018-02-01,0000-00-00,0000-00-00,10.0％×上海证券交易所国债指数+90.0％×中证800指数
5035,5503,汇添富60债E,汇添富基金管理股份有限公司,徐寅喆 ,Bond,2019-04-18,2019-04-18,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
5036,5504,汇添富大盘,汇添富基金管理股份有限公司,陈健玮 ,Hybrid,2018-02-13,2018-02-13,0000-00-00,0000-00-00,15.0％×沪深300指数+65.0％×香港恒生指数+20.0％×中债-综合指数-财富指数
5037,5505,前海丰鑫A,前海开源基金管理有限公司,范洁 肖立强 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
5038,5506,前海丰鑫C,前海开源基金管理有限公司,范洁 肖立强 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数
5039,5507,永赢丰利A,永赢基金管理有限公司,牟琼屿 乔嘉麒 ,Bond,2018-01-29,2018-01-29,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5040,5508,永赢丰利C,永赢基金管理有限公司,牟琼屿 乔嘉麒 ,Bond,2018-01-29,2018-01-29,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5041,5511,中信建投稳福A,中信建投基金管理有限公司,黄海浩 许健 ,Bond,2018-11-07,2018-11-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5042,5512,中信建投稳福C,中信建投基金管理有限公司,黄海浩 许健 ,Bond,2018-11-07,2018-11-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5043,5513,南华瑞恒A,南华基金管理有限公司,曹进前 尹粒宇 ,Bond,2019-01-29,2019-01-29,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中债-总指数_1-3年
5044,5514,南华瑞恒C,南华基金管理有限公司,曹进前 尹粒宇 ,Bond,2019-01-29,2019-01-29,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中债-总指数_1-3年
5045,5515,银华中小市值A,银华基金管理股份有限公司,马君 ,Stock,2018-05-11,2018-05-11,0000-00-00,0000-00-00,15.0％×活期存款利率(税后)+85.0％×中证1000指数
5046,5516,银华中小市值C,银华基金管理股份有限公司,马君 ,Stock,2018-05-11,2018-05-11,0000-00-00,0000-00-00,15.0％×活期存款利率(税后)+85.0％×中证1000指数
5047,5517,富国新趋势A,富国基金管理有限公司,蔡耀华 肖威兵 俞晓斌 ,Hybrid,2018-03-12,2018-03-12,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
5048,5518,富国新趋势C,富国基金管理有限公司,蔡耀华 肖威兵 俞晓斌 ,Hybrid,2018-03-12,2018-03-12,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数
5049,5519,银华混改,银华基金管理股份有限公司,贲兴振 ,Hybrid,2018-05-22,2018-05-22,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5050,5520,国投创新医疗,国投瑞银基金管理有限公司,汤海波 张佳荣 ,Hybrid,2018-03-28,2018-03-28,0000-00-00,0000-00-00,40.0％×中债-综合指数+60.0％×中证医药卫生指数
5051,5521,华安红利,华安基金管理有限公司,杨明 ,Hybrid,2018-01-19,2018-01-19,0000-00-00,0000-00-00,60.0％×中证红利指数+20.0％×中债-综合指数-全价指数+20.0％×中证港股通高股息投资指数（人民币）
5052,5522,华泰保兴吉年福,华泰保兴基金管理有限公司,赵健 赵旭照 ,Hybrid,2017-12-28,2017-12-28,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-总指数-全价指数
5053,5523,泰康颐年A,泰康资产管理有限责任公司,桂跃强 蒋利娟 ,Hybrid,2018-05-30,2018-05-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+20.0％×沪深300指数+75.0％×中债-新综合指数
5054,5524,泰康颐年C,泰康资产管理有限责任公司,桂跃强 蒋利娟 ,Hybrid,2018-05-30,2018-05-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+20.0％×沪深300指数+75.0％×中债-新综合指数
5055,5525,工银瑞祥,工银瑞信基金管理有限公司,谷衡 李娜 ,Bond,2018-06-11,2018-06-11,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5056,5526,工银新生代,工银瑞信基金管理有限公司,林梦 袁芳 张玮升 ,Hybrid,2018-02-13,2018-02-13,0000-00-00,0000-00-00,40.0％×中债-综合指数-财富指数+30.0％×中证全指主要消费指数+30.0％×中证TMT产业主题指数
5057,5527,中信建投国企债A,中信建投基金管理有限公司,黄海浩 刘博 ,Bond,2018-09-13,2018-09-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5058,5528,中信建投国企债C,中信建投基金管理有限公司,黄海浩 刘博 ,Bond,2018-09-13,2018-09-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-财富指数
5059,5529,银华华茂,银华基金管理股份有限公司,吴文明 ,Bond,2018-05-25,2018-05-25,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5060,5530,汇添富多因子,汇添富基金管理股份有限公司,吴振翔 许一尊 ,Stock,2018-03-23,2018-03-23,0000-00-00,0000-00-00,10.0％×活期存款利率(税后)+90.0％×沪深300指数
5061,5531,华安安悦A,华安基金管理有限公司,郑如熙 ,Bond,2018-03-06,2018-03-06,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-全价指数
5062,5532,华安安悦C,华安基金管理有限公司,郑如熙 ,Bond,2018-03-06,2018-03-06,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-全价指数
5063,5533,银华企改,银华基金管理股份有限公司,王海峰 ,Hybrid,2018-06-29,2018-06-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5064,5534,华夏新时代,华夏基金管理有限公司,常亚桥 ,QDII,2018-05-30,2018-05-30,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+30.0％×富时中国A股全股指数收益率+30.0％×富时中国(不含B股)全盘指数
5065,5535,泰信竞争,泰信基金管理有限公司,王博强 ,Hybrid,2018-05-14,2018-05-14,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
5066,5537,中航新起航A,中航基金管理有限公司,杜晓安 韩浩 ,Hybrid,2018-04-23,2018-04-23,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
5067,5538,中航新起航C,中航基金管理有限公司,杜晓安 韩浩 ,Hybrid,2018-04-23,2018-04-23,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
5068,5541,前海盛鑫A,前海开源基金管理有限公司,谭荐丰 魏淳 ,Hybrid,2018-04-04,2018-04-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5069,5542,前海盛鑫C,前海开源基金管理有限公司,谭荐丰 魏淳 ,Hybrid,2018-04-04,2018-04-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5070,5543,银华心诚,银华基金管理股份有限公司,李晓星 张萍 ,Hybrid,2018-03-12,2018-03-12,0000-00-00,0000-00-00,35.0％×香港恒生指数+35.0％×中证800指数+30.0％×中证综合债券指数
5071,5544,银华瑞和,银华基金管理股份有限公司,周书 ,Hybrid,2018-04-26,2018-04-26,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
5072,5545,中银改革,中银基金管理有限公司,严菲 ,Hybrid,2018-02-13,2018-02-13,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数
5073,5547,诺安圆鼎,诺安基金管理有限公司,郭晓晖 裴禹翔 ,Bond,2018-01-23,2018-01-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5074,5548,诺安鑫享,诺安基金管理有限公司,郭晓晖 裴禹翔 ,Bond,2018-02-07,2018-02-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5075,5549,富国成长优选,富国基金管理有限公司,魏伟 ,Hybrid,2018-01-31,2018-01-31,0000-00-00,0000-00-00,50.0％×中证800指数+50.0％×中债-综合指数-全价指数
5076,5550,汇安成长A,汇安基金管理有限责任公司,戴杰 ,Hybrid,2018-02-13,2018-02-13,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
5077,5551,汇安成长C,汇安基金管理有限责任公司,戴杰 ,Hybrid,2018-02-13,2018-02-13,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
5078,5552,国富新趋势A,国海富兰克林基金管理有限公司,邓钟锋 杜飞 沈竹熙 ,Hybrid,2018-02-08,2018-02-08,0000-00-00,0000-00-00,30.0％×沪深300指数+20.0％×香港恒生指数+50.0％×中债-国债总指数-全价指数
5079,5553,国富新趋势C,国海富兰克林基金管理有限公司,邓钟锋 杜飞 沈竹熙 ,Hybrid,2018-02-08,2018-02-08,0000-00-00,0000-00-00,30.0％×沪深300指数+20.0％×香港恒生指数+50.0％×中债-国债总指数-全价指数
5080,5554,南方恒生中国ETF联接A,南方基金管理股份有限公司,罗文杰 孙伟 ,Stock,2018-02-12,2018-02-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生中国企业指数
5081,5555,南方恒生中国ETF联接C,南方基金管理股份有限公司,罗文杰 孙伟 ,Stock,2018-02-12,2018-02-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生中国企业指数
5082,5556,汇安裕华,汇安基金管理有限责任公司,杨芳 ,Bond,2018-02-07,2018-02-07,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5083,5557,广发海外,广发基金管理有限公司,李耀柱 ,QDII,2018-02-08,2018-02-08,0000-00-00,0000-00-00,40.0％×MSCI全球股票指数(MSCI World Indexsm)+60.0％×富时世界国债指数
5084,5558,广发海外美元,广发基金管理有限公司,李耀柱 ,QDII,2018-02-08,2018-02-08,0000-00-00,0000-00-00,40.0％×MSCI全球股票指数(MSCI World Indexsm)+60.0％×富时世界国债指数
5085,5559,广发集泰A,广发基金管理有限公司,王予柯 ,Bond,2018-07-26,2018-07-26,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
5086,5560,广发集泰C,广发基金管理有限公司,王予柯 ,Bond,2018-07-26,2018-07-26,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数
5087,5561,创金低波动A,创金合信基金管理有限公司,陈龙 ,Stock,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证红利低波动指数
5088,5562,创金低波动C,创金合信基金管理有限公司,陈龙 ,Stock,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证红利低波动指数
5089,5563,创金1000A,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证1000指数
5090,5564,创金1000C,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证1000指数
5091,5565,创金2000A,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证2000指数
5092,5566,创金2000C,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证2000指数
5093,5567,创金中国A股A,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×MSCI中国A股国际指数
5094,5568,创金中国A股C,创金合信基金管理有限公司,陈龙 ,Stock,2018-02-07,2018-02-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×MSCI中国A股国际指数
5095,5569,中融红利A,中融基金管理有限公司,易海波 ,Stock,2018-03-30,2018-03-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证红利指数
5096,5570,中融红利C,中融基金管理有限公司,易海波 ,Stock,2018-03-30,2018-03-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证红利指数
5097,5571,中银证券新能源A,中银国际证券股份有限公司,张燕 ,Hybrid,2018-08-02,2018-08-02,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×中证新能源产业指数
5098,5572,中银证券新能源C,中银国际证券股份有限公司,张燕 ,Hybrid,2018-08-02,2018-08-02,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×中证新能源产业指数
5099,5573,东吴悦秀A,东吴基金管理有限公司,黄婧丽 邵笛 ,Bond,2018-04-23,2018-04-23,0000-00-00,0000-00-00,100.0％×中债-综合指数
5100,5574,东吴悦秀C,东吴基金管理有限公司,黄婧丽 邵笛 ,Bond,2018-04-23,2018-04-23,0000-00-00,0000-00-00,100.0％×中债-综合指数
5101,5575,长信稳鑫,长信基金管理有限责任公司,陆莹 ,Bond,2018-01-19,2018-01-19,0000-00-00,0000-00-00,100.0％×中债-综合指数
5102,5576,华泰新金融,华泰柏瑞基金管理有限公司,杨景涵 ,Hybrid,2018-03-08,2018-03-08,0000-00-00,0000-00-00,20.0％×上海证券交易所国债指数+80.0％×沪深300金融地产指数
5103,5577,交银丰晟A,交银施罗德基金管理有限公司,魏玉敏 于海颖 ,Bond,2018-05-23,2018-05-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5104,5578,交银丰晟C,交银施罗德基金管理有限公司,魏玉敏 于海颖 ,Bond,2018-05-23,2018-05-23,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5105,5579,光大晟利A,光大保德信基金管理有限公司,沈荣 周华 ,Bond,2018-08-01,2018-08-01,0000-00-00,0000-00-00,100.0％×中证全债指数
5106,5580,光大晟利C,光大保德信基金管理有限公司,沈荣 周华 ,Bond,2018-08-01,2018-08-01,0000-00-00,0000-00-00,100.0％×中证全债指数
5107,5581,华夏3-5信用债ETF联接A,华夏基金管理有限公司,刘明宇 祝灿 ,Bond,2018-05-03,2018-05-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×上证3-5年期中高等级可质押信用债指数
5108,5582,华夏3-5信用债ETF联接C,华夏基金管理有限公司,刘明宇 祝灿 ,Bond,2018-05-03,2018-05-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×上证3-5年期中高等级可质押信用债指数
5109,5583,易方达港股通,易方达基金管理有限公司,毕仲圆 陈宏初 ,Hybrid,2018-03-07,2018-03-07,0000-00-00,0000-00-00,30.0％×活期存款利率(税后)+70.0％×恒生中国企业指数
5110,5584,银河量化成长,银河基金管理有限公司,,Hybrid,2018-06-07,2018-06-07,2018-12-27,2018-12-27,20.0％×香港恒生指数+55.0％×中证800指数+25.0％×中证综合债券指数
5111,5585,银河文体娱乐,银河基金管理有限公司,卢轶乔 ,Hybrid,2018-04-19,2018-04-19,0000-00-00,0000-00-00,30.0％×上海证券交易所国债指数+70.0％×中证文体休闲指数
5112,5586,银河多策略,银河基金管理有限公司,,Hybrid,2018-03-28,2018-03-28,2018-10-12,2018-10-12,80.0％×中证小盘500指数+20.0％×中证综合债券指数
5113,5587,安信比较,安信基金管理有限责任公司,陈振宇 袁玮 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-总指数-全价指数
5114,5588,长安裕腾A,长安基金管理有限公司,杜振业 徐小勇 ,Hybrid,2018-06-06,2018-06-06,0000-00-00,0000-00-00,50.0％×沪深300指数+30.0％×中债-综合指数-全价指数+20.0％×恒生综合指数
5115,5589,长信企业精选,长信基金管理有限责任公司,叶松 ,Hybrid,2018-07-19,2018-07-19,0000-00-00,0000-00-00,50.0％×沪深300指数+20.0％×香港恒生指数+30.0％×中债-综合指数
5116,5590,汇添富鑫永A,汇添富基金管理股份有限公司,吴江宏 ,Bond,2018-01-25,2018-01-25,0000-00-00,0000-00-00,100.0％×中债-综合指数
5117,5591,汇添富鑫永C,汇添富基金管理股份有限公司,吴江宏 ,Bond,2018-01-25,2018-01-25,0000-00-00,0000-00-00,100.0％×中债-综合指数
5118,5592,长安裕腾C,长安基金管理有限公司,杜振业 徐小勇 ,Hybrid,2018-06-06,2018-06-06,0000-00-00,0000-00-00,50.0％×沪深300指数+30.0％×中债-综合指数-全价指数+20.0％×恒生综合指数
5119,5593,上投创新商业,上投摩根基金管理有限公司,郭晨 ,Hybrid,2018-04-02,2018-04-02,0000-00-00,0000-00-00,40.0％×中债-总指数+50.0％×中证800指数+10.0％×恒生综合指数
5120,5594,招商添润A,招商基金管理有限公司,周欣宇 ,Bond,2018-01-17,2018-01-17,0000-00-00,0000-00-00,100.0％×中证全债指数
5121,5595,招商添润C,招商基金管理有限公司,周欣宇 ,Bond,2018-01-17,2018-01-17,0000-00-00,0000-00-00,100.0％×中证全债指数
5122,5596,建信战略A,建信基金管理有限责任公司,王东杰 ,Hybrid,2018-04-04,2018-04-04,0000-00-00,0000-00-00,50.0％×沪深300指数+10.0％×香港恒生指数+40.0％×中证综合债券指数
5123,5597,建信战略C,建信基金管理有限责任公司,王东杰 ,Hybrid,2018-04-04,2018-04-04,0000-00-00,0000-00-00,50.0％×沪深300指数+10.0％×香港恒生指数+40.0％×中证综合债券指数
5124,5598,广发中小盘,广发基金管理有限公司,余昊 张东一 ,Hybrid,2018-05-04,2018-05-04,0000-00-00,0000-00-00,35.0％×中证小盘500指数+30.0％×中证全债指数+35.0％×恒生综合中小型股指数
5125,5599,汇安量化A,汇安基金管理有限责任公司,戴杰 朱晨歌 ,Hybrid,2018-07-26,2018-07-26,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
5126,5600,汇安量化C,汇安基金管理有限责任公司,戴杰 朱晨歌 ,Hybrid,2018-07-26,2018-07-26,0000-00-00,0000-00-00,40.0％×上海证券交易所国债指数+60.0％×沪深300指数
5127,5603,嘉实新添康A,嘉实基金管理有限公司,刘宁 ,Hybrid,2018-09-27,2018-09-27,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
5128,5604,嘉实新添康C,嘉实基金管理有限公司,刘宁 ,Hybrid,2018-09-27,2018-09-27,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数-财富指数
5129,5606,招商招鸿,招商基金管理有限公司,刘万锋 ,Bond,2018-03-15,2018-03-15,0000-00-00,0000-00-00,100.0％×中证全债指数
5130,5607,华宝中证500A,华宝基金管理有限公司,丰晨成 ,Stock,2018-04-19,2018-04-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证小盘500指数
5131,5608,华宝中证500C,华宝基金管理有限公司,丰晨成 ,Stock,2018-04-19,2018-04-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证小盘500指数
5132,5609,富国军工主题,富国基金管理有限公司,章旭峰 ,Hybrid,2018-03-29,2018-03-29,0000-00-00,0000-00-00,20.0％×中债-综合指数-全价指数+80.0％×中证军工指数
5133,5610,中银泰享,中银基金管理有限公司,方抗 ,Bond,2018-03-21,2018-03-21,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5134,5611,中银证券汇享,中银国际证券股份有限公司,陈渭泉 王玉玺 ,Bond,2018-05-29,2018-05-29,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
5135,5612,嘉实核心,嘉实基金管理有限公司,胡宇飞 ,Stock,2018-02-01,2018-02-01,0000-00-00,0000-00-00,20.0％×香港恒生指数+70.0％×中证800指数+10.0％×中债-综合指数-财富指数
5136,5613,上投富时,上投摩根基金管理有限公司,施虓文 ,QDII,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时发达市场REITs指数
5137,5614,上投富时美元现钞,上投摩根基金管理有限公司,施虓文 ,QDII,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时发达市场REITs指数
5138,5615,上投富时美元现汇,上投摩根基金管理有限公司,施虓文 ,QDII,2018-04-26,2018-04-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时发达市场REITs指数
5139,5616,东方量化,东方基金管理有限责任公司,盛泽 ,Hybrid,2018-03-21,2018-03-21,0000-00-00,0000-00-00,60.0％×中证小盘500指数+40.0％×中债-总指数-全价指数
5140,5617,中信保诚嘉鑫,中信保诚基金管理有限公司,吴胤希 ,Bond,2018-01-30,2018-01-30,0000-00-00,0000-00-00,100.0％×中证综合债券指数
5141,5618,融通红利A,融通基金管理有限公司,关山 ,Hybrid,2018-03-27,2018-03-27,0000-00-00,0000-00-00,50.0％×中证红利指数+50.0％×中债-综合指数-全价指数
5142,5619,融通红利C,融通基金管理有限公司,关山 ,Hybrid,2018-03-27,2018-03-27,0000-00-00,0000-00-00,50.0％×中证红利指数+50.0％×中债-综合指数-全价指数
5143,5620,中欧品质A,中欧基金管理有限公司,郭睿 ,Stock,2018-02-11,2018-02-11,0000-00-00,0000-00-00,15.0％×香港恒生指数+15.0％×中证综合债券指数+35.0％×中证可选消费指数+35.0％×中证主要消费指数
5144,5621,中欧品质C,中欧基金管理有限公司,郭睿 ,Stock,2018-02-11,2018-02-11,0000-00-00,0000-00-00,15.0％×香港恒生指数+15.0％×中证综合债券指数+35.0％×中证可选消费指数+35.0％×中证主要消费指数
5145,5622,博时富安,博时基金管理有限公司,黄海峰 ,Bond,2018-02-02,2018-02-02,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数
5146,5623,广发中债1-3年A,广发基金管理有限公司,李伟 王予柯 ,Bond,2018-04-24,2018-04-24,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中债-1-3年农发行债券指数
5147,5624,广发中债1-3年C,广发基金管理有限公司,李伟 王予柯 ,Bond,2018-04-24,2018-04-24,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中债-1-3年农发行债券指数
5148,5625,南华瑞鑫,南华基金管理有限公司,曹进前 王明德 尹粒宇 ,Bond,2018-03-15,2018-03-15,0000-00-00,0000-00-00,100.0％×中证综合债券指数
5149,5628,汇安趋势A,汇安基金管理有限责任公司,邹唯 ,Stock,2018-04-25,2018-04-25,0000-00-00,0000-00-00,80.0％×中证800指数+20.0％×中证综合债券指数
