,Unnamed: 0,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark,listed_to_delisted,establishment_to_stop
4106,4106,4432,南方有色金属ETF联接A,南方基金管理股份有限公司,崔蕾 ,Stock,2017-09-08,2017-09-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证申万有色金属指数,0,0
4107,4107,4433,南方有色金属ETF联接C,南方基金管理股份有限公司,崔蕾 ,Stock,2017-09-08,2017-09-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证申万有色金属指数,0,0
4108,4108,4434,博时逆向A,博时基金管理有限公司,蔡滨 ,Hybrid,2017-04-14,2017-04-14,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数-财富指数,0,0
4109,4109,4435,博时逆向C,博时基金管理有限公司,蔡滨 ,Hybrid,2017-04-14,2017-04-14,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数-财富指数,0,0
4110,4110,4436,汇添富年年泰A,汇添富基金管理股份有限公司,胡娜 陆文磊 郑慧莲 ,Hybrid,2017-04-14,2017-04-14,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数-财富指数,0,0
4111,4111,4437,汇添富年年泰C,汇添富基金管理股份有限公司,胡娜 陆文磊 郑慧莲 ,Hybrid,2017-04-14,2017-04-14,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数-财富指数,0,0
4112,4112,4438,鹏华永安,鹏华基金管理有限公司,邓明明 祝松 ,Bond,2017-03-16,2017-03-16,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4113,4113,4439,新华惠钰A,新华基金管理股份有限公司,,Bond,2018-02-02,2018-02-02,2019-03-13,2019-03-13,10.0％×沪深300指数+90.0％×中债-综合指数-全价指数,404,404
4114,4114,4440,新华惠钰C,新华基金管理股份有限公司,,Bond,2018-02-02,2018-02-02,2019-03-13,2019-03-13,10.0％×沪深300指数+90.0％×中债-综合指数-全价指数,404,404
4115,4115,4441,富荣富兴,富荣基金管理有限公司,吕晓蓉 ,Bond,2017-03-09,2017-03-09,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数,0,0
4116,4116,4442,中欧康裕A,中欧基金管理有限公司,黄华 蒋雯文 ,Hybrid,2017-03-15,2017-03-15,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数,0,0
4117,4117,4443,南方荣知A,南方基金管理股份有限公司,金凌志 ,Hybrid,2017-06-15,2017-06-15,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数,0,0
4118,4118,4444,南方荣知C,南方基金管理股份有限公司,金凌志 ,Hybrid,2017-06-15,2017-06-15,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数,0,0
4119,4119,4445,鹏华丰嘉,鹏华基金管理有限公司,,Bond,2017-03-13,2017-03-13,2017-12-16,2017-12-18,100.0％×中债-总指数,280,278
4120,4120,4446,南方荣年A,南方基金管理股份有限公司,黄斌斌 ,Hybrid,2017-07-13,2017-07-13,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数,0,0
4121,4121,4447,南方荣年C,南方基金管理股份有限公司,黄斌斌 ,Hybrid,2017-07-13,2017-07-13,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数,0,0
4122,4122,4448,博时汇智,博时基金管理有限公司,吴渭 ,Hybrid,2017-04-12,2017-04-12,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中债-综合指数-财富指数,0,0
4123,4123,4449,上银慧增利,上银基金管理有限公司,楼昕宇 ,Money,2017-04-14,2017-04-14,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4124,4124,4450,嘉实前沿,嘉实基金管理有限公司,张丹华 ,Stock,2017-05-19,2017-05-19,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证800指数,0,0
4125,4125,4451,汇添富年年丰A,汇添富基金管理股份有限公司,吴江宏 郑慧莲 ,Hybrid,2017-04-20,2017-04-20,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数-财富指数,0,0
4126,4126,4452,汇添富年年丰C,汇添富基金管理股份有限公司,吴江宏 郑慧莲 ,Hybrid,2017-04-20,2017-04-20,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数-财富指数,0,0
4127,4127,4453,前海盈鑫A,前海开源基金管理有限公司,肖立强 ,Hybrid,2017-03-21,2017-03-21,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数,0,0
4128,4128,4454,前海盈鑫C,前海开源基金管理有限公司,肖立强 ,Hybrid,2017-03-21,2017-03-21,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数,0,0
4129,4129,4455,中欧康裕C,中欧基金管理有限公司,黄华 蒋雯文 ,Hybrid,2017-03-15,2017-03-15,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数,0,0
4130,4130,4456,兴银新趋势,兴银基金管理有限责任公司,王磊 ,Hybrid,2017-06-15,2017-06-15,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中证综合债券指数,0,0
4131,4131,4457,光大智选,光大保德信基金管理有限公司,何奇 沈荣 ,Hybrid,2017-05-16,2017-05-16,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-总指数-全价指数,0,0
4132,4132,4458,博时华盈,博时基金管理有限公司,黄海峰 ,Bond,2017-03-09,2017-03-09,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数,0,0
4133,4133,4459,鑫元瑞利,鑫元基金管理有限公司,颜昕 赵慧 ,Bond,2018-01-20,2018-01-20,0000-00-00,0000-00-00,100.0％×中证全债指数,0,0
4134,4134,4460,富国嘉利,富国基金管理有限公司,俞晓斌 ,Hybrid,2017-09-26,2017-09-26,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中债-综合指数-全价指数,0,0
4135,4135,4463,鹏华丰玉,鹏华基金管理有限公司,周恩源 ,Bond,2017-03-10,2017-03-10,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4136,4136,4464,万家玖盛A,万家基金管理有限公司,陈佳昀 周潜玮 ,Bond,2017-06-07,2017-06-07,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中债-综合指数-全价指数,0,0
4137,4137,4465,万家玖盛C,万家基金管理有限公司,陈佳昀 周潜玮 ,Bond,2017-06-07,2017-06-07,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中债-综合指数-全价指数,0,0
4138,4138,4466,长盛盛杰,长盛基金管理有限公司,杨衡 杨哲 ,Hybrid,2017-05-02,2017-05-02,0000-00-00,0000-00-00,15.0％×沪深300指数+85.0％×中证综合债券指数,0,0
4139,4139,4467,民生鑫利,民生加银基金管理有限公司,,Bond,2017-07-20,2017-07-20,2018-04-25,2018-04-25,100.0％×中债-综合指数,279,279
4140,4140,4468,建信瑞福C,建信基金管理有限责任公司,李菁 ,Hybrid,2017-05-25,2017-05-25,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中债-综合指数-全价指数,0,0
4141,4141,4469,汇添富鑫益A,汇添富基金管理股份有限公司,蒋文玲 吴江宏 ,Bond,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
4142,4142,4470,汇添富鑫益C,汇添富基金管理股份有限公司,蒋文玲 吴江宏 ,Bond,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
4143,4143,4473,前海尊享货币A,前海开源基金管理有限公司,林悦 刘静 ,Money,2017-06-12,2017-06-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4144,4144,4474,前海尊享货币B,前海开源基金管理有限公司,林悦 刘静 ,Money,2017-06-12,2017-06-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4145,4145,4475,华泰富利,华泰柏瑞基金管理有限公司,杨景涵 ,Hybrid,2017-09-12,2017-09-12,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中债-综合指数,0,0
4146,4146,4476,景顺领先科技,景顺长城基金管理有限公司,黎海威 詹成 ,Stock,2017-07-07,2017-07-07,0000-00-00,0000-00-00,20.0％×中证全债指数+60.0％×中证TMT产业主题指数+20.0％×恒生综合指数,0,0
4147,4147,4477,嘉实沪港深回报,嘉实基金管理有限公司,刘岚 王丹 张金涛 ,Hybrid,2017-03-29,2017-03-29,0000-00-00,0000-00-00,45.0％×沪深300指数+45.0％×香港恒生指数+10.0％×中债-综合指数-财富指数,0,0
4148,4148,4479,博时富和,博时基金管理有限公司,黄海峰 ,Bond,2017-08-30,2017-08-30,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数,0,0
4149,4149,4480,华宝智慧产业,华宝基金管理有限公司,陈建华 ,Hybrid,2017-05-04,2017-05-04,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数,0,0
4150,4150,4481,华宝三产,华宝基金管理有限公司,陈建华 季鹏 ,Hybrid,2017-05-25,2017-05-25,0000-00-00,0000-00-00,45.0％×上海证券交易所国债指数+55.0％×沪深300指数,0,0
4151,4151,4482,泰达港股通A,泰达宏利基金管理有限公司,李安杰 师婧 ,Stock,2017-05-17,2017-05-17,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×香港恒生指数,0,0
4152,4152,4483,泰达港股通C,泰达宏利基金管理有限公司,李安杰 师婧 ,Stock,2017-05-17,2017-05-17,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×香港恒生指数,0,0
4153,4153,4484,泰达驱动A,泰达宏利基金管理有限公司,刘洋 ,Stock,2017-09-06,2017-09-06,0000-00-00,0000-00-00,90.0％×沪深300指数+10.0％×中证综合债券指数,0,0
4154,4154,4485,泰达驱动C,泰达宏利基金管理有限公司,刘洋 ,Stock,2017-09-06,2017-09-06,0000-00-00,0000-00-00,90.0％×沪深300指数+10.0％×中证综合债券指数,0,0
4155,4155,4486,嘉实稳怡,嘉实基金管理有限公司,胡永青 曲扬 王亚洲 ,Bond,2017-06-21,2017-06-21,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数,0,0
4156,4156,4487,嘉实稳愉,嘉实基金管理有限公司,,Bond,2017-07-12,2017-07-12,2017-12-19,2017-12-19,100.0％×中债-总指数-全价指数,160,160
4157,4157,4488,嘉实A50ETF联接A,嘉实基金管理有限公司,陈正宪 刘珈吟 ,Stock,2017-06-29,2017-06-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×富时中国A50指数,0,0
4158,4158,4489,鹏华量化,鹏华基金管理有限公司,,Hybrid,2017-06-21,2017-06-21,2019-05-29,2019-05-29,50.0％×沪深300指数+50.0％×中证全债指数,707,707
4159,4159,4490,海富通欣悦C,海富通基金管理有限公司,,Hybrid,2017-07-13,2017-07-13,2018-09-14,2018-09-14,30.0％×沪深300指数+70.0％×中证全债指数,428,428
4160,4160,4491,海富通欣悦A,海富通基金管理有限公司,,Hybrid,2017-07-13,2017-07-13,2018-09-14,2018-09-14,30.0％×沪深300指数+70.0％×中证全债指数,428,428
4161,4161,4492,信诚至信,中信保诚基金管理有限公司,,Hybrid,2017-06-27,2017-06-27,2017-12-20,2017-12-20,30.0％×沪深300指数+70.0％×中证综合债券指数,176,176
4162,4162,4493,华泰保兴货币A,华泰保兴基金管理有限公司,张挺 ,Money,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4163,4163,4494,华泰保兴货币B,华泰保兴基金管理有限公司,张挺 ,Money,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4164,4164,4495,博时量化,博时基金管理有限公司,黄瑞庆 林景艺 ,Hybrid,2017-05-04,2017-05-04,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数-财富指数,0,0
4165,4165,4496,前海多元策略A,前海开源基金管理有限公司,付海宁 黄玥 ,Hybrid,2017-07-03,2017-07-03,0000-00-00,0000-00-00,20.0％×香港恒生指数+50.0％×中证小盘500指数+30.0％×中证全债指数,0,0
4166,4166,4497,前海多元策略C,前海开源基金管理有限公司,付海宁 黄玥 ,Hybrid,2017-07-03,2017-07-03,0000-00-00,0000-00-00,20.0％×香港恒生指数+50.0％×中证小盘500指数+30.0％×中证全债指数,0,0
4167,4167,4498,鹏华丰源,鹏华基金管理有限公司,周恩源 ,Bond,2017-06-08,2017-06-08,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4168,4168,4499,鹏华丰瑞,鹏华基金管理有限公司,刘涛 ,Bond,2017-04-25,2017-04-25,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4169,4169,4501,嘉实现金添利,嘉实基金管理有限公司,李曈 李金灿 万晓西 ,Money,2017-03-29,2017-03-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
4170,4170,4502,中银如意宝A,中银基金管理有限公司,易芳菲 ,Money,2017-05-26,2017-05-26,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
4171,4171,4503,鹏华永泰,鹏华基金管理有限公司,祝松 ,Bond,2017-05-25,2017-05-25,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4172,4172,4504,鹏华永泽,鹏华基金管理有限公司,周恩源 祝松 ,Bond,2018-01-24,2018-01-24,0000-00-00,0000-00-00,100.0％×中债-总指数,0,0
4173,4173,4505,博时新兴消费,博时基金管理有限公司,王俊 王诗瑶 ,Hybrid,2017-06-05,2017-06-05,0000-00-00,0000-00-00,30.0％×中债-总指数+70.0％×沪深300指数,0,0
4174,4174,4508,融通新动力,融通基金管理有限公司,,Hybrid,2017-08-03,2017-08-03,2018-07-05,2018-07-05,50.0％×沪深300指数+50.0％×中债-综合指数-全价指数,336,336
4175,4175,4510,九泰久盛C,九泰基金管理有限公司,孟亚强 ,Hybrid,2017-05-16,2017-05-16,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×沪深300指数,0,0
4176,4176,4512,海富通富睿C,海富通基金管理有限公司,陈轶平 杜晓海 ,Hybrid,2017-05-10,2017-05-10,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数,0,0
4177,4177,4513,海富通富睿A,海富通基金管理有限公司,陈轶平 杜晓海 ,Hybrid,2017-05-10,2017-05-10,0000-00-00,0000-00-00,30.0％×沪深300指数+70.0％×中证全债指数,0,0
4178,4178,4514,鹏华新科技,鹏华基金管理有限公司,孟昊 ,Hybrid,2017-05-25,2017-05-25,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证TMT产业主题指数,0,0
4179,4179,4515,德邦弘利货币A,德邦基金管理有限公司,,Money,2017-07-12,2017-07-12,2018-06-21,2018-06-21,100.0％×七天通知存款利率(税后),344,344
4180,4180,4516,德邦弘利货币B,德邦基金管理有限公司,,Money,2017-07-12,2017-07-12,2018-06-21,2018-06-21,100.0％×七天通知存款利率(税后),344,344
4181,4181,4517,南方安康,南方基金管理股份有限公司,林乐峰 ,Hybrid,2017-06-14,2017-06-14,0000-00-00,0000-00-00,85.0％×上海证券交易所国债指数+15.0％×沪深300指数,0,0
4182,4182,4518,信诚新丰A,中信保诚基金管理有限公司,,Hybrid,2017-07-07,2017-07-07,2018-09-11,2018-09-11,30.0％×沪深300指数+70.0％×中债-综合指数-全价指数,431,431
4183,4183,4519,信诚新丰B,中信保诚基金管理有限公司,,Hybrid,2017-07-07,2017-07-07,2018-09-11,2018-09-11,30.0％×沪深300指数+70.0％×中债-综合指数-全价指数,431,431
4184,4184,4521,安信工业4.0A,安信基金管理有限责任公司,谭珏娜 张竞 ,Hybrid,2017-07-20,2017-07-20,0000-00-00,0000-00-00,40.0％×沪深300指数+40.0％×中证全债指数+20.0％×恒生沪深港通AH股H指数,0,0
4185,4185,4522,安信工业4.0C,安信基金管理有限责任公司,谭珏娜 张竞 ,Hybrid,2017-07-20,2017-07-20,0000-00-00,0000-00-00,40.0％×沪深300指数+40.0％×中证全债指数+20.0％×恒生沪深港通AH股H指数,0,0
4186,4186,4525,中欧达乐,中欧基金管理有限公司,,Hybrid,2017-07-04,2017-07-04,2019-07-18,2019-07-18,20.0％×沪深300指数+80.0％×中债-综合指数,744,744
4187,4187,4528,长盛盛通A,长盛基金管理有限公司,,Bond,2017-05-23,2017-05-23,2018-05-03,2018-05-03,100.0％×中债-综合指数-全价指数,345,345
4188,4188,4529,长盛盛通C,长盛基金管理有限公司,,Bond,2017-05-23,2017-05-23,2018-05-03,2018-05-03,100.0％×中债-综合指数-全价指数,345,345
4189,4189,4532,民生高股息A,民生加银基金管理有限公司,蔡晓 ,Stock,2017-06-02,2017-06-02,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证港股通高股息精选指数（人民币）,0,0
4190,4190,4533,民生高股息C,民生加银基金管理有限公司,蔡晓 ,Stock,2017-06-02,2017-06-02,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证港股通高股息精选指数（人民币）,0,0
4191,4191,4534,汇添富年年益A,汇添富基金管理股份有限公司,蒋文玲 曾刚 郑慧莲 ,Hybrid,2017-05-15,2017-05-15,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数,0,0
4192,4192,4535,汇添富年年益C,汇添富基金管理股份有限公司,蒋文玲 曾刚 郑慧莲 ,Hybrid,2017-05-15,2017-05-15,0000-00-00,0000-00-00,20.0％×沪深300指数+80.0％×中债-综合指数,0,0
4193,4193,4536,嘉实中小企,嘉实基金管理有限公司,金猛 张楠 ,Hybrid,2017-07-04,2017-07-04,0000-00-00,0000-00-00,5.0％×中证综合债券指数+95.0％×中证1000指数,0,0
4194,4194,4537,民生鑫成A,民生加银基金管理有限公司,,Bond,2017-07-21,2017-07-21,2017-12-05,2017-12-05,100.0％×中债-综合指数,137,137
4195,4195,4538,民生鑫成C,民生加银基金管理有限公司,,Bond,2017-07-21,2017-07-21,2017-12-05,2017-12-05,100.0％×中债-综合指数,137,137
4196,4196,4539,信诚惠选A,中信保诚基金管理有限公司,,Bond,2017-07-12,2017-07-12,2018-01-09,2018-01-09,10.0％×沪深300指数+90.0％×中证综合债券指数,181,181
4197,4197,4540,信诚惠选C,中信保诚基金管理有限公司,,Bond,2017-07-12,2017-07-12,2018-01-09,2018-01-09,10.0％×沪深300指数+90.0％×中证综合债券指数,181,181
4198,4198,4541,民生鑫泰A,民生加银基金管理有限公司,,Bond,2017-09-01,2017-09-01,2018-06-05,2018-06-05,100.0％×中债-综合指数,277,277
4199,4199,4542,民生鑫泰C,民生加银基金管理有限公司,,Bond,2017-09-01,2017-09-01,2018-06-05,2018-06-05,100.0％×中债-综合指数,277,277
4200,4200,4544,嘉实稳华,嘉实基金管理有限公司,王亚洲 ,Bond,2017-06-14,2017-06-14,0000-00-00,0000-00-00,100.0％×中债-总指数-全价指数,0,0
4201,4201,4545,永赢天天利,永赢基金管理有限公司,卢绮婷 乔嘉麒 ,Money,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4202,4202,4546,建信量化优享,建信基金管理有限责任公司,叶乐天 赵云煜 ,Hybrid,2018-08-24,2018-08-24,0000-00-00,0000-00-00,50.0％×中证小盘500指数+50.0％×中证全债指数,0,0
4203,4203,4547,华夏双利A,华夏基金管理有限公司,刘明宇 张海静 ,Bond,2017-04-14,2017-04-14,0000-00-00,0000-00-00,20.0％×一年定期存款利率(税后)+80.0％×中证综合债券指数,0,0
4204,4204,4548,中银中高债C,中银基金管理有限公司,王妍 ,Bond,2017-04-12,2017-04-12,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数,0,0
4205,4205,4549,富安达消费,富安达基金管理有限公司,毛矛 吴战峰 ,Hybrid,2017-08-01,2017-08-01,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数,0,0
4206,4206,4550,中科沃祥,中科沃土基金管理有限公司,黄艺明 乐瑞祺 马洪娟 ,Bond,2017-06-29,2017-06-29,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数,0,0
4207,4207,4551,中银证券瑞享A,中银国际证券股份有限公司,,Hybrid,2017-06-02,2017-06-02,2019-07-06,2019-07-06,40.0％×沪深300指数+60.0％×中债-综合指数-全价指数,764,764
4208,4208,4552,中银证券瑞享C,中银国际证券股份有限公司,,Hybrid,2017-06-02,2017-06-02,2019-07-06,2019-07-06,40.0％×沪深300指数+60.0％×中债-综合指数-全价指数,764,764
4209,4209,4553,中信建投凤凰B,中信建投基金管理有限公司,黄海浩 刘博 ,Money,2017-09-01,2017-09-01,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4210,4210,4554,中信建投货币B,中信建投基金管理有限公司,黄海浩 ,Money,2017-09-01,2017-09-01,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4211,4211,4555,南方和元A,南方基金管理股份有限公司,黄斌斌 ,Bond,2017-05-19,2017-05-19,0000-00-00,0000-00-00,100.0％×中债-信用债总指数,0,0
4212,4212,4556,南方和元C,南方基金管理股份有限公司,黄斌斌 ,Bond,2017-05-19,2017-05-19,0000-00-00,0000-00-00,100.0％×中债-信用债总指数,0,0
4213,4213,4558,汇安丰裕A,汇安基金管理有限责任公司,仇秉则 朱晨歌 ,Hybrid,2017-07-27,2017-07-27,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数,0,0
4214,4214,4559,汇安丰裕C,汇安基金管理有限责任公司,仇秉则 朱晨歌 ,Hybrid,2017-07-27,2017-07-27,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数,0,0
4215,4215,4560,汇安丰益A,汇安基金管理有限责任公司,仇秉则 戴杰 ,Hybrid,2017-08-10,2017-08-10,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数,0,0
4216,4216,4561,汇安丰益C,汇安基金管理有限责任公司,仇秉则 戴杰 ,Hybrid,2017-08-10,2017-08-10,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数,0,0
4217,4217,4562,民生鑫顺A,民生加银基金管理有限公司,,Bond,2017-07-21,2017-07-21,2018-03-14,2018-03-14,100.0％×中债-综合指数,236,236
4218,4218,4563,民生鑫顺C,民生加银基金管理有限公司,,Bond,2017-07-21,2017-07-21,2018-03-14,2018-03-14,100.0％×中债-综合指数,236,236
4219,4219,4564,北信鼎利A,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2018-01-25,2018-01-25,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中证综合债券指数,0,0
4220,4220,4565,新华华丰,新华基金管理股份有限公司,,Hybrid,2017-11-06,2017-11-06,2018-11-20,2018-11-20,40.0％×中债-总指数+60.0％×沪深300指数,379,379
4221,4221,4568,长城工资宝B,长城基金管理有限公司,徐涛国 邹德立 ,Money,2017-04-20,2017-04-20,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
4222,4222,4569,招商制造业C,招商基金管理有限公司,王景 ,Hybrid,2017-05-08,2017-05-08,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数,0,0
4223,4223,4571,万家家瑞A,万家基金管理有限公司,苏谋东 尹诚庸 ,Bond,2017-09-20,2017-09-20,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-总指数-全价指数,0,0
4224,4224,4572,万家家瑞C,万家基金管理有限公司,苏谋东 尹诚庸 ,Bond,2017-09-20,2017-09-20,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-总指数-全价指数,0,0
4225,4225,4573,新华鑫泰,新华基金管理股份有限公司,崔建波 刘彬 ,Hybrid,2017-08-09,2017-08-09,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×沪深300指数,0,0
4226,4226,4576,新华恒益,新华基金管理股份有限公司,张永超 ,Hybrid,2017-09-01,2017-09-01,0000-00-00,0000-00-00,65.0％×中证800指数+35.0％×中证综合债券指数,0,0
4227,4227,4577,海富通季季通利A,海富通基金管理有限公司,谈云飞 ,Bond,2017-07-14,2017-07-14,0000-00-00,0000-00-00,,0,0
4228,4228,4578,海富通季季通利B,海富通基金管理有限公司,谈云飞 ,Bond,2017-07-14,2017-07-14,0000-00-00,0000-00-00,,0,0
4229,4229,4579,民生鑫华A,民生加银基金管理有限公司,,Bond,2017-07-28,2017-07-28,2017-12-06,2017-12-06,100.0％×中债-综合指数,131,131
4230,4230,4580,民生鑫华C,民生加银基金管理有限公司,,Bond,2017-07-28,2017-07-28,2017-12-06,2017-12-06,100.0％×中债-综合指数,131,131
4231,4231,4585,鹏扬汇利A,鹏扬基金管理有限公司,焦翠 杨爱斌 ,Bond,2017-06-02,2017-06-02,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数,0,0
4232,4232,4586,鹏扬汇利C,鹏扬基金管理有限公司,焦翠 杨爱斌 ,Bond,2017-06-02,2017-06-02,0000-00-00,0000-00-00,10.0％×沪深300指数+90.0％×中债-综合指数,0,0
4233,4233,4587,中金丰沃A,中金基金管理有限公司,,Hybrid,2017-06-02,2017-06-02,2018-11-14,2018-11-14,50.0％×中证800指数+50.0％×中债-综合指数,530,530
4234,4234,4588,中金丰沃C,中金基金管理有限公司,,Hybrid,2017-06-02,2017-06-02,2018-11-14,2018-11-14,50.0％×中证800指数+50.0％×中债-综合指数,530,530
4235,4235,4589,民生腾元宝B,民生加银基金管理有限公司,李文君 ,Money,2017-04-19,2017-04-19,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
4236,4236,4591,鹏华丰玺,鹏华基金管理有限公司,,Bond,2017-06-08,2017-06-08,2018-03-28,2018-03-28,100.0％×中债-总指数,293,293
4237,4237,4592,安信量化A,安信基金管理有限责任公司,,Hybrid,2017-07-03,2017-07-03,2019-01-02,2019-01-02,20.0％×中债-总指数+80.0％×沪深300指数,548,548
4238,4238,4593,广发工业ETF联接A,广发基金管理有限公司,陆志明 ,Stock,2017-06-13,2017-06-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指工业指数,0,0
4239,4239,4595,天弘天盈,天弘基金管理有限公司,,Hybrid,2017-05-18,2017-05-18,2018-04-21,2018-04-21,50.0％×沪深300指数+50.0％×中证综合债券指数,338,338
4240,4240,4596,中科中短期债A,中科沃土基金管理有限公司,乐瑞祺 马洪娟 ,Bond,2019-03-18,2019-03-18,0000-00-00,0000-00-00,100.0％×中债-1-3年政策性金融债指数,0,0
4241,4241,4597,南方银行ETF联接A,南方基金管理股份有限公司,孙伟 ,Stock,2017-06-29,2017-06-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
4242,4242,4598,南方银行ETF联接C,南方基金管理股份有限公司,孙伟 ,Stock,2017-06-29,2017-06-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
4243,4243,4601,博时富腾,博时基金管理有限公司,黄海峰 ,Bond,2017-06-27,2017-06-27,0000-00-00,0000-00-00,10.0％×一年定期存款利率(税后)+90.0％×中债-综合指数-财富指数,0,0
4244,4244,4602,前海润和A,前海开源基金管理有限公司,王旭巍 ,Bond,2018-03-21,2018-03-21,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
4245,4245,4603,前海润和C,前海开源基金管理有限公司,王旭巍 ,Bond,2018-03-21,2018-03-21,0000-00-00,0000-00-00,100.0％×中债-综合指数,0,0
