,abbreviation,code,name,name_en,type
240,HAHS300ZQC,000313,华安沪深300增强C,HUAANHUSHEN300ZENGQIANGC,股票指数
241,ZSRFLHPZHHFQSA,000314,招商瑞丰灵活配置混合发起式A,ZHAOSHANGRUIFENGLINGHUOPEIZHIHUNHEFAQISHIA,混合型
242,ZHHLFJZQ,000316,中海惠利分级债券,ZHONGHAIHUILIFENJIZHAIQUAN,债券型
243,ZHHLFJZQA,000317,中海惠利分级债券A,ZHONGHAIHUILIFENJIZHAIQUANA,固定收益
244,ZHHLFJZQB,000318,中海惠利分级债券B,ZHONGHAIHUILIFENJIZHAIQUANB,分级杠杆
245,TDTLZQA,000319,泰达淘利债券A,TAIDATAOLIZHAIQUANA,债券型
246,TDTLZQC,000320,泰达淘利债券C,TAIDATAOLIZHAIQUANC,债券型
247,NY14TLCZQA,000322,农银14天理财债券A,NONGYIN14TIANLICAIZHAIQUANA,理财型
248,NY14TLCZQB,000323,农银14天理财债券B,NONGYIN14TIANLICAIZHAIQUANB,理财型
249,HRYDXJSYHBA,000324,华润元大现金收益货币A,HUARUNYUANDAXIANJINSHOUYIHUOBIA,货币型
250,HRYDXJSYHBB,000325,华润元大现金收益货币B,HUARUNYUANDAXIANJINSHOUYIHUOBIB,货币型
251,NFZXPCZGP,000326,南方中小盘成长股票,NANFANGZHONGXIAOPANCHENGZHANGGUPIAO,股票型
252,NFXLCHH,000327,南方新蓝筹混合,NANFANGXINLANCHOUHUNHE,混合型
253,STMGZXDLLHPZHH,000328,上投摩根转型动力灵活配置混合,SHANGTOUMOGENZHUANXINGDONGLILINGHUOPEIZHIHUNHE,混合型
254,PHFRDKZ,000329,鹏华丰饶定开债,PENGHUAFENGRAODINGKAIZHAI,定开债券
255,HTFXJBHB,000330,汇添富现金宝货币,HUITIANFUXIANJINBAOHUOBI,货币型
256,ZJHBA,000331,中加货币A,ZHONGJIAHUOBIA,货币型
257,ZJHBC,000332,中加货币C,ZHONGJIAHUOBIC,货币型
258,CCWGSYZQA,000333,长城稳固收益债券A,CHANGCHENGWENGUSHOUYIZHAIQUANA,债券型
259,CCWGSYZQC,000334,长城稳固收益债券C,CHANGCHENGWENGUSHOUYIZHAIQUANC,债券型
260,AXYLXYC,000335,安信永利信用C,ANXINYONGLIXINYONGC,定开债券
261,NYYJJXHH,000336,农银研究精选混合,NONGYINYANJIUJINGXUANHUNHE,混合型
262,PHSZBLZQ,000338,鹏华双债保利债券,PENGHUASHUANGZHAIBAOLIZHAIQUAN,债券型
263,CCYLBJHH,000339,长城医疗保健混合,CHANGCHENGYILIAOBAOJIANHUNHE,混合型
264,JSXXSCC2QDII,000341,嘉实新兴市场C2(QDII),JIASHIXINXINGSHICHANGC2QDII,QDII
265,JSXXSCA1QDII,000342,嘉实新兴市场A1(QDII),JIASHIXINXINGSHICHANGA1QDII,QDII
266,HXCFBHBA,000343,华夏财富宝货币A,HUAXIACAIFUBAOHUOBIA,货币型
267,PHFRDKZ,000345,鹏华丰融定开债,PENGHUAFENGRONGDINGKAIZHAI,定开债券
268,JXAXHB6GYDKA,000346,建信安心回报6个月定开A,JIANXINANXINHUIBAO6GEYUEDINGKAIA,定开债券
269,JXAXHB6GYDKC,000347,建信安心回报6个月定开C,JIANXINANXINHUIBAO6GEYUEDINGKAIC,定开债券
270,GFHFDQZQA,000351,国富恒丰定期债券A,GUOFUHENGFENGDINGQIZHAIQUANA,定开债券
271,GFHFDQZQC,000352,国富恒丰定期债券C,GUOFUHENGFENGDINGQIZHAIQUANC,定开债券
272,CSCZHZTHH,000354,长盛城镇化主题混合,CHANGSHENGCHENGZHENHUAZHUTIHUNHE,混合型
273,NFFYXYZQZQA,000355,南方丰元信用增强债券A,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANA,债券型
274,NFFYXYZQZQC,000356,南方丰元信用增强债券C,NANFANGFENGYUANXINYONGZENGQIANGZHAIQUANC,债券型
275,YFDYLCHB,000359,易方达易理财货币,YIFANGDAYILICAIHUOBI,货币型
276,XCNNYYDKZA,000360,信诚年年有余定开债A,XINCHENGNIANNIANYOUYUDINGKAIZHAIA,定开债券
277,XCNNYYDKZB,000361,信诚年年有余定开债B,XINCHENGNIANNIANYOUYUDINGKAIZHAIB,定开债券
278,GTJXJZYSHHA,000362,国泰聚信价值优势混合A,GUOTAIJUXINJIAZHIYOUSHIHUNHEA,混合型
279,GTJXJZYSHHC,000363,国泰聚信价值优势混合C,GUOTAIJUXINJIAZHIYOUSHIHUNHEC,混合型
280,HTFTFTHBA,000366,汇添富添富通货币A,HUITIANFUTIANFUTONGHUOBIA,货币型
281,GTAKDQZFHHA,000367,国泰安康定期支付混合A,GUOTAIANKANGDINGQIZHIFUHUNHEA,混合型
282,HTFHS300AZZS,000368,汇添富沪深300安中指数,HUITIANFUHUSHEN300ANZHONGZHISHU,股票指数
283,GFQQYLBJQDII,000369,广发全球医疗保健(QDII),GUANGFAQUANQIUYILIAOBAOJIANQDII,QDII-指数
284,GFQQYLBJMY,000370,广发全球医疗保健美元,GUANGFAQUANQIUYILIAOBAOJIANMEIYUAN,QDII-指数
285,MSJYXJBHBA,000371,民生加银现金宝货币A,MINSHENGJIAYINXIANJINBAOHUOBIA,货币型
286,ZYHLBNDKZ,000372,中银惠利半年定开债,ZHONGYINHUILIBANNIANDINGKAIZHAI,定开债券
287,HAZZXFYYETFLJA,000373,华安中证细分医药ETF联接A,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEA,联接基金
288,HAZZXFYYETFLJC,000376,华安中证细分医药ETF联接C,HUAANZHONGZHENGXIFENYIYAOETFLIANJIEC,联接基金
289,STMGSZZLZQA,000377,上投摩根双债增利债券A,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANA,债券型
290,STMGSZZLZQC,000378,上投摩根双债增利债券C,SHANGTOUMOGENSHUANGZHAIZENGLIZHAIQUANC,债券型
291,PARZLHB,000379,平安日增利货币,PINGANRIZENGLIHUOBI,货币型
292,JSCCJYHBA,000380,景顺长城景益货币A,JINGSHUNCHANGCHENGJINGYIHUOBIA,货币型
293,JSCCJYHBB,000381,景顺长城景益货币B,JINGSHUNCHANGCHENGJINGYIHUOBIB,货币型
294,JSCCJYSLZQA,000385,景顺长城景颐双利债券A,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANA,债券型
295,JSCCJYSLZQC,000386,景顺长城景颐双利债券C,JINGSHUNCHANGCHENGJINGYISHUANGLIZHAIQUANC,债券型
296,GFTTHHBA,000389,广发天天红货币A,GUANGFATIANTIANHONGHUOBIA,货币型
297,HSYSHYHH,000390,华商优势行业混合,HUASHANGYOUSHIHANGYEHUNHE,混合型
298,RTTYDRZQA,000394,融通通源短融债券A,RONGTONGTONGYUANDUANRONGZHAIQUANA,债券型
299,HTFAXZGZQA,000395,汇添富安心中国债券A,HUITIANFUANXINZHONGGUOZHAIQUANA,债券型
300,HTFAXZGZQC,000396,汇添富安心中国债券C,HUITIANFUANXINZHONGGUOZHAIQUANC,债券型
301,HTFQEBHB,000397,汇添富全额宝货币,HUITIANFUQUANEBAOHUOBI,货币型
302,HFLHPZHH,000398,华富灵活配置混合,HUAFULINGHUOPEIZHIHUNHE,混合型
303,ZRZXDKZA,000400,中融增鑫定开债A,ZHONGRONGZENGXINDINGKAIZHAIA,定开债券
304,ZRZXDKZC,000401,中融增鑫定开债C,ZHONGRONGZENGXINDINGKAIZHAIC,定开债券
305,GYCZZQA,000402,工银纯债债券A,GONGYINCHUNZHAIZHAIQUANA,债券型
306,GYCZZQB,000403,工银纯债债券B,GONGYINCHUNZHAIZHAIQUANB,债券型
307,YFDXXCZLHPZ,000404,易方达新兴成长灵活配置,YIFANGDAXINXINGCHENGZHANGLINGHUOPEIZHI,混合型
308,HTFSLZQZQA,000406,汇添富双利增强债券A,HUITIANFUSHUANGLIZENGQIANGZHAIQUANA,债券型
309,HTFSLZQZQC,000407,汇添富双利增强债券C,HUITIANFUSHUANGLIZENGQIANGZHAIQUANC,债券型
310,MSJYCZHHH,000408,民生加银城镇化混合,MINSHENGJIAYINCHENGZHENHUAHUNHE,混合型
311,PHHBCYGP,000409,鹏华环保产业股票,PENGHUAHUANBAOCHANYEGUPIAO,股票型
312,YMFWLXHH,000410,益民服务领先混合,YIMINFUWULINGXIANHUNHE,混合型
313,JSCCYZCZGP,000411,景顺长城优质成长股票,JINGSHUNCHANGCHENGYOUZHICHENGZHANGGUPIAO,股票型
314,JSJDSYCLDQHH,000414,嘉实绝对收益策略定期混合,JIASHIJUEDUISHOUYICELUEDINGQIHUNHE,混合型
315,DMTL18GYDKZA,000415,大摩添利18个月定开债A,DAMOTIANLI18GEYUEDINGKAIZHAIA,定开债券
316,DMTL18GYDKZC,000416,大摩添利18个月定开债C,DAMOTIANLI18GEYUEDINGKAIZHAIC,定开债券
317,GLAXJXHH,000417,国联安新精选混合,GUOLIANANXINJINGXUANHUNHE,混合型
318,JSCCCZZXGP,000418,景顺长城成长之星股票,JINGSHUNCHANGCHENGCHENGZHANGZHIXINGGUPIAO,股票型
319,DMYZXJCZA,000419,大摩优质信价纯债A,DAMOYOUZHIXINJIACHUNZHAIA,债券型
320,DMYZXJCZC,000420,大摩优质信价纯债C,DAMOYOUZHIXINJIACHUNZHAIC,债券型
321,HTBRFHZQA,000421,华泰柏瑞丰汇债券A,HUATAIBAIRUIFENGHUIZHAIQUANA,债券型
322,HTBRFHZQC,000422,华泰柏瑞丰汇债券C,HUATAIBAIRUIFENGHUIZHAIQUANC,债券型
323,QHKYSJQDHHA,000423,前海开源事件驱动混合A,QIANHAIKAIYUANSHIJIANQUDONGHUNHEA,混合型
324,CSTLBHBA,000424,长盛添利宝货币A,CHANGSHENGTIANLIBAOHUOBIA,货币型
325,CSTLBHBB,000425,长盛添利宝货币B,CHANGSHENGTIANLIBAOHUOBIB,货币型
326,YFDJYFJZQFQS,000428,易方达聚盈分级债券发起式,YIFANGDAJUYINGFENJIZHAIQUANFAQISHI,债券型
327,YFDJYFJZQFQSA,000429,易方达聚盈分级债券发起式A,YIFANGDAJUYINGFENJIZHAIQUANFAQISHIA,固定收益
328,YFDJYFJZQFQSB,000430,易方达聚盈分级债券发起式B,YIFANGDAJUYINGFENJIZHAIQUANFAQISHIB,分级杠杆
329,PHPPCCHH,000431,鹏华品牌传承混合,PENGHUAPINPAICHUANCHENGHUNHE,混合型
330,ZYYXQYHH,000432,中银优秀企业混合,ZHONGYINYOUXIUQIYEHUNHE,混合型
331,AXXFYXHH,000433,安信鑫发优选混合,ANXINXINFAYOUXUANHUNHE,混合型
332,XHYNBHBA,000434,新华壹诺宝货币A,XINHUAYINUOBAOHUOBIA,货币型
333,JXWDTLZQA,000435,建信稳定添利债券A,JIANXINWENDINGTIANLIZHAIQUANA,债券型
334,YFDYHDKHHFQS,000436,易方达裕惠定开混合发起式,YIFANGDAYUHUIDINGKAIHUNHEFAQISHI,混合型
335,RTYYTLDKZA,000437,融通月月添利定开债A,RONGTONGYUEYUETIANLIDINGKAIZHAIA,定开债券
336,RTYYTLDKZB,000438,融通月月添利定开债B,RONGTONGYUEYUETIANLIDINGKAIZHAIB,定开债券
337,GJXYHB,000439,国金鑫盈货币,GUOJINXINYINGHUOBI,货币型
338,NFYYBJLHPZHH,000452,南方医药保健灵活配置混合,NANFANGYIYAOBAOJIANLINGHUOPEIZHIHUNHE,混合型
339,STMGHXCZGP,000457,上投摩根核心成长股票,SHANGTOUMOGENHEXINCHENGZHANGGUPIAO,股票型
340,YDLXHBHHFQS,000458,英大领先回报混合发起式,YINGDALINGXIANHUIBAOHUNHEFAQISHI,混合型
341,YDLXHBHHFQS,000459,英大领先回报混合发起式(后端),YINGDALINGXIANHUIBAOHUNHEFAQISHI,混合型
342,NYZTLDHH,000462,农银主题轮动混合,NONGYINZHUTILUNDONGHUNHE,混合型
343,HSSZFLZQA,000463,华商双债丰利债券A,HUASHANGSHUANGZHAIFENGLIZHAIQUANA,债券型
344,JSHQBHB,000464,嘉实活期宝货币,JIASHIHUOQIBAOHUOBI,货币型
345,JSCCXYXDQZFZQ,000465,景顺长城鑫月薪定期支付债券,JINGSHUNCHANGCHENGXINYUEXINDINGQIZHIFUZHAIQUAN,定开债券
346,RTTRZQAB,000466,融通通瑞债券A/B,RONGTONGTONGRUIZHAIQUANAB,债券型
347,FGMBQLYNQCZZQ,000469,富国目标齐利一年期纯债债券,FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN,定开债券
348,FGMBQLYNQCZZQ,000470,富国目标齐利一年期纯债债券(后端),FUGUOMUBIAOQILIYINIANQICHUNZHAIZHAIQUAN,定开债券
349,FGCZFZGP,000471,富国城镇发展股票,FUGUOCHENGZHENFAZHANGUPIAO,股票型
350,FGCZFZGP,000472,富国城镇发展股票(后端),FUGUOCHENGZHENFAZHANGUPIAO,股票型
351,GFTTLHBA,000475,广发天天利货币A,GUANGFATIANTIANLIHUOBIA,货币型
352,GFTTLHBB,000476,广发天天利货币B,GUANGFATIANTIANLIHUOBIB,货币型
353,GFZTLXHH,000477,广发主题领先混合,GUANGFAZHUTILINGXIANHUNHE,混合型
354,JXZZ500ZSZQA,000478,建信中证500指数增强A,JIANXINZHONGZHENG500ZHISHUZENGQIANGA,股票指数
355,DFHXDLHH,000480,东方红新动力混合,DONGFANGHONGXINDONGLIHUNHE,混合型
356,HSSZFLZQC,000481,华商双债丰利债券C,HUASHANGSHUANGZHAIFENGLIZHAIQUANC,债券型
357,XYHBA,000483,鑫元货币A,XINYUANHUOBIA,货币型
358,XYHBB,000484,鑫元货币B,XINYUANHUOBIB,货币型
359,JS1GYLCZQA,000485,嘉实1个月理财债券A,JIASHI1GEYUELICAIZHAIQUANA,理财型
360,JS1GYLCZQE,000486,嘉实1个月理财债券E,JIASHI1GEYUELICAIZHAIQUANE,理财型
361,JS3GYLCZQA,000487,嘉实3个月理财债券A,JIASHI3GEYUELICAIZHAIQUANA,理财型
362,JS3GYLCZQE,000488,嘉实3个月理财债券E,JIASHI3GEYUELICAIZHAIQUANE,理财型
363,GDSMHLCZA,000489,光大岁末红利纯债A,GUANGDASUIMOHONGLICHUNZHAIA,债券型
364,GDSMHLCZC,000490,光大岁末红利纯债C,GUANGDASUIMOHONGLICHUNZHAIC,债券型
365,NFXJTA,000493,南方现金通A,NANFANGXIANJINTONGA,货币型
366,NFXJTB,000494,南方现金通B,NANFANGXIANJINTONGB,货币型
367,NFXJTC,000495,南方现金通C,NANFANGXIANJINTONGC,货币型
368,CACYJXHHA,000496,长安产业精选混合A,CHANGANCHANYEJINGXUANHUNHEA,混合型
369,CTCZZQA,000497,财通纯债债券A,CAITONGCHUNZHAIZHAIQUANA,债券型
370,HFHF18GYDKZC,000501,华富恒富18个月定开债C,HUAFUHENGFU18GEYUEDINGKAIZHAIC,定开债券
371,HFHF18GYDKZA,000502,华富恒富18个月定开债A,HUAFUHENGFU18GEYUEDINGKAIZHAIA,定开债券
372,ZXJTJHZDZA,000503,中信建投景和中短债A,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIA,债券型
373,ZXJTJHZDZC,000504,中信建投景和中短债C,ZHONGXINJIANTOUJINGHEZHONGDUANZHAIC,债券型
374,GSABHBA,000505,国寿安保货币A,GUOSHOUANBAOHUOBIA,货币型
375,GSABHBB,000506,国寿安保货币B,GUOSHOUANBAOHUOBIB,货币型
376,TDHLHDHHA,000507,泰达宏利宏达混合A,TAIDAHONGLIHONGDAHUNHEA,混合型
377,TDHLHDHHB,000508,泰达宏利宏达混合B,TAIDAHONGLIHONGDAHUNHEB,混合型
378,GFQDZHBA,000509,广发钱袋子货币A,GUANGFAQIANDAIZIHUOBIA,货币型
379,NAYXSYYNDKZ,000510,诺安永鑫收益一年定开债,NUOANYONGXINSHOUYIYINIANDINGKAIZHAI,定开债券
380,GTGCQDLHPZHHA,000511,国泰国策驱动灵活配置混合A,GUOTAIGUOCEQUDONGLINGHUOPEIZHIHUNHEA,混合型
381,GTHS300ZSZQA,000512,国泰沪深300指数增强A,GUOTAIHUSHEN300ZHISHUZENGQIANGA,股票指数
382,FGGDZZHYGP,000513,富国高端制造行业股票,FUGUOGAODUANZHIZAOHANGYEGUPIAO,股票型
383,FGGDZZHYGP,000514,富国高端制造行业股票(后端),FUGUOGAODUANZHIZAOHANGYEGUPIAO,股票型
384,FGXLYNQDQKFZQXA,000516,富国祥利一年期定期开放债券型A,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGA,定开债券
385,FGXLYNQDQKFZQXC,000517,富国祥利一年期定期开放债券型C,FUGUOXIANGLIYINIANQIDINGQIKAIFANGZHAIQUANXINGC,定开债券
386,SYXXJZCZHH,000520,上银新兴价值成长混合,SHANGYINXINXINGJIAZHICHENGZHANGHUNHE,混合型
387,NARXDKZQ,000521,诺安瑞鑫定开债券,NUOANRUIXINDINGKAIZHAIQUAN,定开债券
388,HRYDXXCMKJHH,000522,华润元大信息传媒科技混合,HUARUNYUANDAXINXICHUANMEIKEJIHUNHE,混合型
389,GTRYYLBJHH,000523,国投瑞银医疗保健混合,GUOTOURUIYINYILIAOBAOJIANHUNHE,混合型
390,STMGMSXQGP,000524,上投摩根民生需求股票,SHANGTOUMOGENMINSHENGXUQIUGUPIAO,股票型
391,GTNYLHPZHHA,000526,国泰浓益灵活配置混合A,GUOTAINONGYILINGHUOPEIZHIHUNHEA,混合型
392,NFXYXLHPZHHA,000527,南方新优享灵活配置混合A,NANFANGXINYOUXIANGLINGHUOPEIZHIHUNHEA,混合型
393,GYXJHBA,000528,工银薪金货币A,GONGYINXINJINHUOBIA,货币型
394,GFJZYSHH,000529,广发竞争优势混合,GUANGFAJINGZHENGYOUSHIHUNHE,混合型
395,ZSFSWDZZHHA,000530,招商丰盛稳定增长混合A,ZHAOSHANGFENGSHENGWENDINGZENGZHANGHUNHEA,混合型
396,DWAEFLHPZHH,000531,东吴阿尔法灵活配置混合,DONGWUAERFALINGHUOPEIZHIHUNHE,混合型
397,JSCCYSQYHH,000532,景顺长城优势企业混合,JINGSHUNCHANGCHENGYOUSHIQIYEHUNHE,混合型
398,YYHB,000533,永赢货币,YONGYINGHUOBI,货币型
399,CSGDZBHH,000534,长盛高端装备混合,CHANGSHENGGAODUANZHUANGBEIHUNHE,混合型
400,CSHTHGZBLHPZHH,000535,长盛航天海工装备灵活配置混合,CHANGSHENGHANGTIANHAIGONGZHUANGBEILINGHUOPEIZHIHUNHE,混合型
401,QHKYKZZZQ,000536,前海开源可转债债券,QIANHAIKAIYUANKEZHUANZHAIZHAIQUAN,债券型
402,NAYSHYHHA,000538,诺安优势行业混合A,NUOANYOUSHIHANGYEHUNHEA,混合型
403,ZYHQBHB,000539,中银活期宝货币,ZHONGYINHUOQIBAOHUOBI,货币型
404,GJJTTHBA,000540,国金金腾通货币A,GUOJINJINTENGTONGHUOBIA,货币型
405,HSCXCZHHFQS,000541,华商创新成长混合发起式,HUASHANGCHUANGXINCHENGZHANGHUNHEFAQISHI,混合型
406,SYHCBHBA,000542,上银慧财宝货币A,SHANGYINHUICAIBAOHUOBIA,货币型
407,SYHCBHBB,000543,上银慧财宝货币B,SHANGYINHUICAIBAOHUOBIB,货币型
408,ZYHXJZLLHPZHH,000545,中邮核心竞争力灵活配置混合,ZHONGYOUHEXINJINGZHENGLILINGHUOPEIZHIHUNHE,混合型
409,XYDKZA,000546,兴业定开债A,XINGYEDINGKAIZHAIA,定开债券
410,JXJKMSHH,000547,建信健康民生混合,JIANXINJIANKANGMINSHENGHUNHE,混合型
411,PHJCTHB,000548,鹏华聚财通货币,PENGHUAJUCAITONGHUOBI,货币型
412,HADGXJJGP,000549,华安大国新经济股票,HUAANDAGUOXINJINGJIGUPIAO,股票型
413,GFXDLHH,000550,广发新动力混合,GUANGFAXINDONGLIHUNHE,混合型
414,XCXFXFHH,000551,信诚幸福消费混合,XINCHENGXINGFUXIAOFEIHUNHE,混合型
415,ZJCZYNA,000552,中加纯债一年A,ZHONGJIACHUNZHAIYINIANA,定开债券
416,ZJCZYNC,000553,中加纯债一年C,ZHONGJIACHUNZHAIYINIANC,定开债券
417,ZGMLHPZHH,000554,中国梦灵活配置混合,ZHONGGUOMENGLINGHUOPEIZHIHUNHE,混合型
418,GTRYXJYLHPZHHA,000556,国投瑞银新机遇灵活配置混合A,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEA,混合型
419,GTRYXJYLHPZHHC,000557,国投瑞银新机遇灵活配置混合C,GUOTOURUIYINXINJIYULINGHUOPEIZHIHUNHEC,混合型
420,NATTBA,000559,诺安天天宝A,NUOANTIANTIANBAOA,货币型
421,NATTBE,000560,诺安天天宝E,NUOANTIANTIANBAOE,货币型
422,NFQYZQA,000561,南方启元债券A,NANFANGQIYUANZHAIQUANA,债券型
423,NFQYZQC,000562,南方启元债券C,NANFANGQIYUANZHAIQUANC,债券型
424,NFTLZQA,000563,南方通利债券A,NANFANGTONGLIZHAIQUANA,债券型
425,NFTLZQC,000564,南方通利债券C,NANFANGTONGLIZHAIQUANC,债券型
426,HTBRCXSJHH,000566,华泰柏瑞创新升级混合,HUATAIBAIRUICHUANGXINSHENGJIHUNHE,混合型
427,GFJXLHHH,000567,广发聚祥灵活混合,GUANGFAJUXIANGLINGHUOHUNHE,混合型
428,PHZZBHB,000569,鹏华增值宝货币,PENGHUAZENGZHIBAOHUOBI,货币型
429,ZYDCLHH,000572,中银多策略混合,ZHONGYINDUOCELUEHUNHE,混合型
430,THTLHH,000573,天弘通利混合,TIANHONGTONGLIHUNHE,混合型
431,BYXJZHHA,000574,宝盈新价值混合A,BAOYINGXINJIAZHIHUNHEA,混合型
432,XQTLBHB,000575,兴全添利宝货币,XINGQUANTIANLIBAOHUOBI,货币型
433,ZYHBA,000576,中邮货币A,ZHONGYOUHUOBIA,货币型
434,AXJZJXGP,000577,安信价值精选股票,ANXINJIAZHIJINGXUANGUPIAO,股票型
435,XYHXSYZQA,000578,鑫元恒鑫收益增强A,XINYUANHENGXINSHOUYIZENGQIANGA,债券型
436,XYHXSYZQC,000579,鑫元恒鑫收益增强C,XINYUANHENGXINSHOUYIZENGQIANGC,债券型
437,ZYHBB,000580,中邮货币B,ZHONGYOUHUOBIB,货币型
438,JSHQBHBA,000581,嘉实活钱包货币A,JIASHIHUOQIANBAOHUOBIA,货币型
439,JXJFDKZ,000583,江信聚福定开债,JIANGXINJUFUDINGKAIZHAI,定开债券
440,XHXYLHPZHH,000584,新华鑫益灵活配置混合,XINHUAXINYILINGHUOPEIZHIHUNHE,混合型
441,JSDCTLDQHH,000585,嘉实对冲套利定期混合,JIASHIDUICHONGTAOLIDINGQIHUNHE,混合型
442,JSCCZXBCYBJXGP,000586,景顺长城中小板创业板精选股票,JINGSHUNCHANGCHENGZHONGXIAOBANCHUANGYEBANJINGXUANGUPIAO,股票型
443,DCLHPZHH,000587,大成灵活配置混合,DACHENGLINGHUOPEIZHIHUNHE,混合型
444,ZSZQBHBA,000588,招商招钱宝货币A,ZHAOSHANGZHAOQIANBAOHUOBIA,货币型
445,GDYFSJHH,000589,光大银发商机混合,GUANGDAYINFASHANGJIHUNHE,混合型
446,HAXHLHH,000590,华安新活力混合,HUAANXINHUOLIHUNHE,混合型
447,ZYJKSHHH,000591,中银健康生活混合,ZHONGYINJIANKANGSHENGHUOHUNHE,混合型
448,JXGGHLGP,000592,建信改革红利股票,JIANXINGAIGEHONGLIGUPIAO,股票型
449,YFDBPXFPZSMYXHA,000593,易方达标普消费品指数美元现汇A,YIFANGDABIAOPUXIAOFEIPINZHISHUMEIYUANXIANHUIA,QDII-指数
450,DMJQYXGP,000594,大摩进取优选股票,DAMOJINQUYOUXUANGUPIAO,股票型
451,JSTHHH,000595,嘉实泰和混合,JIASHITAIHEHUNHE,混合型
452,QHKYZZJGZSA,000596,前海开源中证军工指数A,QIANHAIKAIYUANZHONGZHENGJUNGONGZHISHUA,股票指数
453,ZHJJSYHH,000597,中海积极收益混合,ZHONGHAIJIJISHOUYIHUNHE,混合型
454,CSSTHJHH,000598,长盛生态环境混合,CHANGSHENGSHENGTAIHUANJINGHUNHE,混合型
455,XCXJBHB,000599,信诚薪金宝货币,XINCHENGXINJINBAOHUOBI,货币型
456,HTFHJBHB,000600,汇添富和聚宝货币,HUITIANFUHEJUBAOHUOBI,货币型
457,HBCXYXHH,000601,华宝创新优选混合,HUABAOCHUANGXINYOUXUANHUNHE,混合型
458,FGAYHB,000602,富国安益货币,FUGUOANYIHUOBI,货币型
459,YFDCXQDLHPZHH,000603,易方达创新驱动灵活配置混合,YIFANGDACHUANGXINQUDONGLINGHUOPEIZHIHUNHE,混合型
460,YHDLBHBA,000604,银华多利宝货币A,YINHUADUOLIBAOHUOBIA,货币型
461,YHDLBHBB,000605,银华多利宝货币B,YINHUADUOLIBAOHUOBIB,货币型
462,THYXZQ,000606,天弘优选债券,TIANHONGYOUXUANZHAIQUAN,债券型
463,ZSZQBHBB,000607,招商招钱宝货币B,ZHAOSHANGZHAOQIANBAOHUOBIB,货币型
464,HSXLHHH,000609,华商新量化混合,HUASHANGXINLIANGHUAHUNHE,混合型
465,HBSTZGHH,000612,华宝生态中国混合,HUABAOSHENGTAIZHONGGUOHUNHE,混合型
466,GSABHS300ETFLJ,000613,国寿安保沪深300ETF联接,GUOSHOUANBAOHUSHEN300ETFLIANJIE,联接基金
467,HADG30DAXLJ,000614,华安德国30(DAX)联接,HUAANDEGUO30DAXLIANJIE,QDII-指数
468,CCGZBHBA,000615,长城工资宝货币A,CHANGCHENGGONGZIBAOHUOBIA,货币型
469,STMGYXZLZQA,000616,上投摩根优信增利债券A,SHANGTOUMOGENYOUXINZENGLIZHAIQUANA,债券型
470,STMGYXZLZQC,000617,上投摩根优信增利债券C,SHANGTOUMOGENYOUXINZENGLIZHAIQUANC,债券型
471,JSXJBHB,000618,嘉实薪金宝货币,JIASHIXINJINBAOHUOBI,货币型
472,DFHCYSJHH,000619,东方红产业升级混合,DONGFANGHONGCHANYESHENGJIHUNHE,混合型
473,YFDXJZLHBA,000620,易方达现金增利货币A,YIFANGDAXIANJINZENGLIHUOBIA,货币型
474,YFDXJZLHBB,000621,易方达现金增利货币B,YIFANGDAXIANJINZENGLIHUOBIB,货币型
475,HFHCDKZC,000623,华富恒财定开债C,HUAFUHENGCAIDINGKAIZHAIC,定开债券
476,HFHCDKZA,000624,华富恒财定开债A,HUAFUHENGCAIDINGKAIZHAIA,定开债券
477,NATTBB,000625,诺安天天宝B,NUOANTIANTIANBAOB,货币型
478,DCFCBHBA,000626,大成丰财宝货币A,DACHENGFENGCAIBAOHUOBIA,货币型
479,DCFCBHBB,000627,大成丰财宝货币B,DACHENGFENGCAIBAOHUOBIB,货币型
480,DCGXJSCYGP,000628,大成高新技术产业股票,DACHENGGAOXINJISHUCHANYEGUPIAO,股票型
481,ZYJLBNDKZ,000632,中银聚利半年定开债,ZHONGYINJULIBANNIANDINGKAIZHAI,定开债券
482,FGTSLHPZJJ,000634,富国天盛灵活配置基金,FUGUOTIANSHENGLINGHUOPEIZHIJIJIN,混合型
483,FGTSLHPZJJ,000635,富国天盛灵活配置基金(后端),FUGUOTIANSHENGLINGHUOPEIZHIJIJIN,混合型
484,FGFQBHB,000638,富国富钱包货币,FUGUOFUQIANBAOHUOBI,货币型
485,BYXRHHA,000639,宝盈祥瑞混合A,BAOYINGXIANGRUIHUNHEA,混合型
486,NALCBHBA,000640,诺安理财宝货币A,NUOANLICAIBAOHUOBIA,货币型
487,NALCBHBB,000641,诺安理财宝货币B,NUOANLICAIBAOHUOBIB,货币型
488,HTFHBC,000642,汇添富货币C,HUITIANFUHUOBIC,货币型
489,ZSZJBHBA,000644,招商招金宝货币A,ZHAOSHANGZHAOJINBAOHUOBIA,货币型
